delivery_person_id,city_code,restaurant_num,rider_num
COIMBRES11DEL01,COIMB,11,1
VADRES13DEL03,VAD,13,3
RANCHIRES04DEL02,RANCHI,4,2
SURRES01DEL02,SUR,1,2
INDORES08DEL02,INDO,8,2
HYDRES18DEL03,HYD,18,3
CHENRES07DEL03,CHEN,7,3
KOCRES010DEL01,KOC,10,1
VADRES11DEL02,VAD,11,2
CHENRES20DEL01,CHEN,20,1
MUMRES13DEL01,MUM,13,1
RANCHIRES03DEL03,RANCHI,3,3
JAPRES08DEL02,JAP,8,2
ALHRES12DEL01,ALH,12,1
HYDRES19DEL02,HYD,19,2
PUNERES17DEL03,PUNE,17,3
MYSRES010DEL01,MYS,10,1
JAPRES03DEL01,JAP,3,1
MUMRES06DEL03,MUM,6,3
MYSRES18DEL01,MYS,18,1
RANCHIRES18DEL01,RANCHI,18,1
INDORES06DEL02,INDO,6,2
CHENRES15DEL03,CHEN,15,3
JAPRES07DEL02,JAP,7,2
SURRES18DEL03,SUR,18,3
SURRES19DEL01,SUR,19,1
HYDRES04DEL01,HYD,4,1
KNPRES16DEL03,KNP,16,3
MYSRES12DEL03,MYS,12,3
JAPRES09DEL01,JAP,9,1
CHENRES04DEL02,CHEN,4,2
MYSRES09DEL01,MYS,9,1
PUNERES19DEL03,PUNE,19,3
KOLRES18DEL03,KOL,18,3
BANGRES14DEL03,BANG,14,3
INDORES09DEL01,INDO,9,1
PUNERES09DEL03,PUNE,9,3
RANCHIRES01DEL02,RANCHI,1,2
LUDHRES010DEL03,LUDH,10,3
MYSRES13DEL02,MYS,13,2
COIMBRES11DEL02,COIMB,11,2
VADRES13DEL02,VAD,13,2
BANGRES01DEL01,BANG,1,1
MYSRES15DEL01,MYS,15,1
CHENRES02DEL03,CHEN,2,3
HYDRES12DEL01,HYD,12,1
BANGRES07DEL01,BANG,7,1
CHENRES09DEL01,CHEN,9,1
BANGRES04DEL02,BANG,4,2
JAPRES13DEL02,JAP,13,2
ALHRES07DEL03,ALH,7,3
JAPRES06DEL03,JAP,6,3
KOCRES03DEL01,KOC,3,1
GOARES02DEL01,GOA,2,1
RANCHIRES03DEL02,RANCHI,3,2
HYDRES12DEL03,HYD,12,3
JAPRES13DEL03,JAP,13,3
JAPRES18DEL03,JAP,18,3
VADRES05DEL01,VAD,5,1
AURGRES02DEL03,AURG,2,3
RANCHIRES14DEL01,RANCHI,14,1
MUMRES20DEL03,MUM,20,3
HYDRES14DEL02,HYD,14,2
KNPRES02DEL02,KNP,2,2
AURGRES19DEL01,AURG,19,1
BANGRES08DEL02,BANG,8,2
KNPRES16DEL01,KNP,16,1
BANGRES010DEL02,BANG,10,2
INDORES03DEL02,INDO,3,2
COIMBRES16DEL02,COIMB,16,2
HYDRES20DEL01,HYD,20,1
AGRRES08DEL03,AGR,8,3
COIMBRES15DEL02,COIMB,15,2
ALHRES05DEL01,ALH,5,1
MUMRES01DEL01,MUM,1,1
AURGRES14DEL03,AURG,14,3
PUNERES16DEL01,PUNE,16,1
CHENRES14DEL02,CHEN,14,2
HYDRES06DEL03,HYD,6,3
COIMBRES16DEL01,COIMB,16,1
INDORES13DEL03,INDO,13,3
INDORES12DEL03,INDO,12,3
MUMRES13DEL03,MUM,13,3
CHENRES06DEL02,CHEN,6,2
BANGRES06DEL03,BANG,6,3
AGRRES11DEL02,AGR,11,2
KNPRES15DEL02,KNP,15,2
VADRES13DEL01,VAD,13,1
VADRES01DEL03,VAD,1,3
AGRRES03DEL01,AGR,3,1
KOCRES14DEL01,KOC,14,1
LUDHRES18DEL01,LUDH,18,1
SURRES20DEL02,SUR,20,2
INDORES18DEL02,INDO,18,2
AURGRES04DEL02,AURG,4,2
BANGRES010DEL01,BANG,10,1
VADRES15DEL03,VAD,15,3
DEHRES010DEL01,DEH,10,1
CHENRES05DEL02,CHEN,5,2
DEHRES12DEL02,DEH,12,2
VADRES01DEL01,VAD,1,1
SURRES13DEL02,SUR,13,2
LUDHRES05DEL03,LUDH,5,3
PUNERES02DEL03,PUNE,2,3
COIMBRES14DEL01,COIMB,14,1
AGRRES010DEL02,AGR,10,2
SURRES14DEL03,SUR,14,3
JAPRES04DEL03,JAP,4,3
JAPRES01DEL03,JAP,1,3
HYDRES010DEL02,HYD,10,2
CHENRES15DEL02,CHEN,15,2
MYSRES05DEL02,MYS,5,2
COIMBRES03DEL03,COIMB,3,3
BANGRES01DEL02,BANG,1,2
KNPRES12DEL01,KNP,12,1
MUMRES010DEL01,MUM,10,1
COIMBRES20DEL03,COIMB,20,3
RANCHIRES08DEL01,RANCHI,8,1
HYDRES16DEL01,HYD,16,1
MUMRES01DEL02,MUM,1,2
MYSRES08DEL03,MYS,8,3
AURGRES16DEL03,AURG,16,3
VADRES11DEL01,VAD,11,1
MYSRES09DEL02,MYS,9,2
PUNERES05DEL02,PUNE,5,2
MYSRES02DEL03,MYS,2,3
MYSRES03DEL01,MYS,3,1
JAPRES16DEL02,JAP,16,2
SURRES15DEL02,SUR,15,2
MUMRES19DEL03,MUM,19,3
HYDRES05DEL03,HYD,5,3
AURGRES12DEL02,AURG,12,2
MUMRES07DEL03,MUM,7,3
VADRES12DEL03,VAD,12,3
JAPRES16DEL01,JAP,16,1
BANGRES09DEL02,BANG,9,2
PUNERES12DEL02,PUNE,12,2
SURRES07DEL01,SUR,7,1
PUNERES19DEL01,PUNE,19,1
INDORES15DEL03,INDO,15,3
INDORES17DEL03,INDO,17,3
MUMRES13DEL02,MUM,13,2
SURRES18DEL02,SUR,18,2
RANCHIRES010DEL02,RANCHI,10,2
BANGRES13DEL02,BANG,13,2
RANCHIRES01DEL01,RANCHI,1,1
PUNERES12DEL01,PUNE,12,1
INDORES07DEL03,INDO,7,3
BANGRES20DEL01,BANG,20,1
MYSRES02DEL02,MYS,2,2
SURRES05DEL01,SUR,5,1
SURRES010DEL01,SUR,10,1
ALHRES09DEL01,ALH,9,1
HYDRES18DEL02,HYD,18,2
KOLRES03DEL02,KOL,3,2
RANCHIRES16DEL01,RANCHI,16,1
BANGRES16DEL03,BANG,16,3
PUNERES06DEL01,PUNE,6,1
CHENRES15DEL01,CHEN,15,1
JAPRES010DEL03,JAP,10,3
MYSRES15DEL02,MYS,15,2
COIMBRES19DEL01,COIMB,19,1
COIMBRES09DEL03,COIMB,9,3
SURRES19DEL02,SUR,19,2
BANGRES20DEL03,BANG,20,3
CHENRES16DEL03,CHEN,16,3
RANCHIRES12DEL03,RANCHI,12,3
HYDRES11DEL03,HYD,11,3
DEHRES19DEL01,DEH,19,1
RANCHIRES18DEL03,RANCHI,18,3
VADRES07DEL01,VAD,7,1
JAPRES07DEL03,JAP,7,3
INDORES07DEL01,INDO,7,1
AURGRES03DEL01,AURG,3,1
CHENRES17DEL01,CHEN,17,1
JAPRES20DEL03,JAP,20,3
KOCRES14DEL02,KOC,14,2
COIMBRES09DEL02,COIMB,9,2
CHENRES08DEL03,CHEN,8,3
INDORES010DEL03,INDO,10,3
SURRES04DEL03,SUR,4,3
BANGRES16DEL01,BANG,16,1
CHENRES14DEL01,CHEN,14,1
CHENRES03DEL01,CHEN,3,1
VADRES09DEL02,VAD,9,2
SURRES12DEL02,SUR,12,2
PUNERES11DEL03,PUNE,11,3
RANCHIRES18DEL02,RANCHI,18,2
BANGRES15DEL01,BANG,15,1
GOARES17DEL01,GOA,17,1
JAPRES19DEL02,JAP,19,2
KOLRES18DEL01,KOL,18,1
SURRES07DEL02,SUR,7,2
INDORES12DEL01,INDO,12,1
LUDHRES16DEL01,LUDH,16,1
RANCHIRES06DEL03,RANCHI,6,3
DEHRES13DEL02,DEH,13,2
MYSRES06DEL03,MYS,6,3
MUMRES16DEL01,MUM,16,1
BANGRES08DEL01,BANG,8,1
MYSRES20DEL01,MYS,20,1
AGRRES01DEL02,AGR,1,2
CHENRES010DEL01,CHEN,10,1
COIMBRES20DEL02,COIMB,20,2
COIMBRES14DEL03,COIMB,14,3
CHENRES010DEL02,CHEN,10,2
MUMRES07DEL02,MUM,7,2
ALHRES11DEL01,ALH,11,1
DEHRES07DEL02,DEH,7,2
INDORES08DEL03,INDO,8,3
HYDRES01DEL01,HYD,1,1
ALHRES11DEL02,ALH,11,2
BANGRES20DEL02,BANG,20,2
KOCRES20DEL01,KOC,20,1
HYDRES04DEL02,HYD,4,2
LUDHRES07DEL02,LUDH,7,2
PUNERES010DEL01,PUNE,10,1
VADRES010DEL02,VAD,10,2
BANGRES14DEL02,BANG,14,2
COIMBRES05DEL03,COIMB,5,3
AURGRES07DEL02,AURG,7,2
KOCRES11DEL01,KOC,11,1
MYSRES17DEL01,MYS,17,1
HYDRES13DEL02,HYD,13,2
JAPRES14DEL03,JAP,14,3
AURGRES20DEL01,AURG,20,1
VADRES07DEL02,VAD,7,2
CHENRES08DEL02,CHEN,8,2
AURGRES05DEL02,AURG,5,2
JAPRES17DEL02,JAP,17,2
RANCHIRES04DEL03,RANCHI,4,3
KOLRES14DEL02,KOL,14,2
VADRES14DEL01,VAD,14,1
LUDHRES06DEL02,LUDH,6,2
HYDRES010DEL01,HYD,10,1
ALHRES08DEL03,ALH,8,3
PUNERES07DEL01,PUNE,7,1
JAPRES20DEL01,JAP,20,1
CHENRES14DEL03,CHEN,14,3
MUMRES14DEL03,MUM,14,3
DEHRES04DEL03,DEH,4,3
AURGRES03DEL03,AURG,3,3
VADRES16DEL01,VAD,16,1
INDORES02DEL03,INDO,2,3
ALHRES17DEL03,ALH,17,3
BANGRES08DEL03,BANG,8,3
AURGRES03DEL02,AURG,3,2
SURRES04DEL01,SUR,4,1
VADRES18DEL02,VAD,18,2
SURRES19DEL03,SUR,19,3
HYDRES07DEL01,HYD,7,1
INDORES15DEL02,INDO,15,2
COIMBRES12DEL03,COIMB,12,3
SURRES03DEL02,SUR,3,2
CHENRES02DEL02,CHEN,2,2
JAPRES13DEL01,JAP,13,1
AGRRES07DEL02,AGR,7,2
MYSRES11DEL02,MYS,11,2
PUNERES04DEL03,PUNE,4,3
MYSRES07DEL03,MYS,7,3
AGRRES02DEL03,AGR,2,3
VADRES06DEL03,VAD,6,3
JAPRES05DEL01,JAP,5,1
HYDRES03DEL02,HYD,3,2
HYDRES15DEL02,HYD,15,2
KOLRES03DEL03,KOL,3,3
PUNERES11DEL02,PUNE,11,2
INDORES01DEL02,INDO,1,2
COIMBRES17DEL02,COIMB,17,2
JAPRES08DEL03,JAP,8,3
HYDRES16DEL03,HYD,16,3
VADRES12DEL02,VAD,12,2
PUNERES01DEL03,PUNE,1,3
RANCHIRES14DEL02,RANCHI,14,2
PUNERES18DEL03,PUNE,18,3
COIMBRES010DEL01,COIMB,10,1
JAPRES02DEL01,JAP,2,1
MUMRES20DEL02,MUM,20,2
DEHRES08DEL03,DEH,8,3
JAPRES20DEL02,JAP,20,2
MYSRES19DEL03,MYS,19,3
BHPRES03DEL02,BHP,3,2
RANCHIRES11DEL02,RANCHI,11,2
COIMBRES15DEL01,COIMB,15,1
BANGRES09DEL01,BANG,9,1
MYSRES01DEL02,MYS,1,2
MYSRES19DEL02,MYS,19,2
RANCHIRES16DEL02,RANCHI,16,2
MYSRES16DEL01,MYS,16,1
SURRES18DEL01,SUR,18,1
BANGRES02DEL02,BANG,2,2
INDORES04DEL02,INDO,4,2
PUNERES15DEL01,PUNE,15,1
MYSRES14DEL03,MYS,14,3
VADRES14DEL02,VAD,14,2
HYDRES13DEL01,HYD,13,1
BANGRES03DEL02,BANG,3,2
ALHRES11DEL03,ALH,11,3
PUNERES14DEL01,PUNE,14,1
INDORES11DEL01,INDO,11,1
BHPRES15DEL03,BHP,15,3
ALHRES19DEL03,ALH,19,3
COIMBRES19DEL03,COIMB,19,3
JAPRES03DEL03,JAP,3,3
BANGRES04DEL01,BANG,4,1
ALHRES09DEL02,ALH,9,2
CHENRES06DEL03,CHEN,6,3
MUMRES16DEL02,MUM,16,2
CHENRES09DEL02,CHEN,9,2
COIMBRES02DEL02,COIMB,2,2
MYSRES05DEL03,MYS,5,3
BANGRES06DEL02,BANG,6,2
INDORES16DEL02,INDO,16,2
AURGRES11DEL01,AURG,11,1
RANCHIRES20DEL02,RANCHI,20,2
AURGRES09DEL03,AURG,9,3
KOLRES11DEL02,KOL,11,2
RANCHIRES010DEL01,RANCHI,10,1
JAPRES06DEL01,JAP,6,1
LUDHRES18DEL03,LUDH,18,3
GOARES19DEL01,GOA,19,1
KOLRES20DEL02,KOL,20,2
INDORES08DEL01,INDO,8,1
BHPRES03DEL03,BHP,3,3
VADRES19DEL03,VAD,19,3
JAPRES09DEL03,JAP,9,3
INDORES06DEL03,INDO,6,3
MUMRES09DEL03,MUM,9,3
SURRES010DEL03,SUR,10,3
DEHRES08DEL01,DEH,8,1
SURRES15DEL01,SUR,15,1
CHENRES05DEL03,CHEN,5,3
VADRES11DEL03,VAD,11,3
VADRES08DEL03,VAD,8,3
INDORES20DEL02,INDO,20,2
VADRES15DEL01,VAD,15,1
RANCHIRES15DEL03,RANCHI,15,3
LUDHRES04DEL03,LUDH,4,3
RANCHIRES17DEL02,RANCHI,17,2
JAPRES04DEL02,JAP,4,2
PUNERES06DEL02,PUNE,6,2
BHPRES11DEL03,BHP,11,3
PUNERES09DEL01,PUNE,9,1
JAPRES06DEL02,JAP,6,2
CHENRES18DEL03,CHEN,18,3
BANGRES17DEL03,BANG,17,3
GOARES19DEL02,GOA,19,2
MUMRES15DEL02,MUM,15,2
BHPRES04DEL01,BHP,4,1
KNPRES19DEL03,KNP,19,3
KOLRES04DEL01,KOL,4,1
RANCHIRES20DEL01,RANCHI,20,1
KOLRES12DEL01,KOL,12,1
COIMBRES06DEL03,COIMB,6,3
LUDHRES08DEL01,LUDH,8,1
HYDRES010DEL03,HYD,10,3
BHPRES14DEL03,BHP,14,3
MYSRES20DEL02,MYS,20,2
CHENRES18DEL01,CHEN,18,1
BANGRES14DEL01,BANG,14,1
COIMBRES04DEL02,COIMB,4,2
CHENRES09DEL03,CHEN,9,3
AGRRES02DEL02,AGR,2,2
RANCHIRES09DEL03,RANCHI,9,3
ALHRES010DEL02,ALH,10,2
HYDRES06DEL01,HYD,6,1
HYDRES20DEL02,HYD,20,2
COIMBRES07DEL02,COIMB,7,2
CHENRES18DEL02,CHEN,18,2
AURGRES01DEL02,AURG,1,2
MYSRES02DEL01,MYS,2,1
DEHRES02DEL01,DEH,2,1
JAPRES15DEL01,JAP,15,1
VADRES12DEL01,VAD,12,1
AURGRES13DEL02,AURG,13,2
HYDRES11DEL02,HYD,11,2
VADRES20DEL02,VAD,20,2
CHENRES13DEL02,CHEN,13,2
SURRES11DEL02,SUR,11,2
CHENRES17DEL02,CHEN,17,2
BANGRES11DEL02,BANG,11,2
LUDHRES13DEL03,LUDH,13,3
VADRES010DEL01,VAD,10,1
GOARES07DEL02,GOA,7,2
DEHRES14DEL02,DEH,14,2
INDORES14DEL02,INDO,14,2
JAPRES010DEL01,JAP,10,1
AGRRES04DEL02,AGR,4,2
VADRES09DEL03,VAD,9,3
CHENRES010DEL03,CHEN,10,3
HYDRES02DEL02,HYD,2,2
AGRRES09DEL03,AGR,9,3
VADRES01DEL02,VAD,1,2
RANCHIRES06DEL01,RANCHI,6,1
DEHRES12DEL03,DEH,12,3
AURGRES01DEL01,AURG,1,1
ALHRES18DEL02,ALH,18,2
GOARES20DEL01,GOA,20,1
MUMRES11DEL02,MUM,11,2
SURRES06DEL01,SUR,6,1
PUNERES07DEL02,PUNE,7,2
COIMBRES010DEL03,COIMB,10,3
VADRES04DEL02,VAD,4,2
COIMBRES06DEL01,COIMB,6,1
JAPRES05DEL03,JAP,5,3
GOARES17DEL03,GOA,17,3
PUNERES06DEL03,PUNE,6,3
AGRRES01DEL01,AGR,1,1
VADRES19DEL01,VAD,19,1
BHPRES07DEL02,BHP,7,2
RANCHIRES05DEL01,RANCHI,5,1
KOLRES17DEL02,KOL,17,2
INDORES18DEL01,INDO,18,1
BHPRES08DEL01,BHP,8,1
RANCHIRES16DEL03,RANCHI,16,3
RANCHIRES09DEL01,RANCHI,9,1
PUNERES02DEL02,PUNE,2,2
HYDRES11DEL01,HYD,11,1
CHENRES12DEL02,CHEN,12,2
HYDRES09DEL03,HYD,9,3
PUNERES08DEL03,PUNE,8,3
LUDHRES08DEL03,LUDH,8,3
BHPRES19DEL02,BHP,19,2
CHENRES04DEL03,CHEN,4,3
JAPRES12DEL03,JAP,12,3
INDORES13DEL02,INDO,13,2
HYDRES16DEL02,HYD,16,2
COIMBRES01DEL01,COIMB,1,1
KOCRES09DEL03,KOC,9,3
ALHRES20DEL02,ALH,20,2
MYSRES08DEL02,MYS,8,2
JAPRES05DEL02,JAP,5,2
SURRES02DEL01,SUR,2,1
PUNERES15DEL02,PUNE,15,2
INDORES05DEL01,INDO,5,1
HYDRES12DEL02,HYD,12,2
JAPRES11DEL03,JAP,11,3
MUMRES06DEL01,MUM,6,1
KOLRES14DEL03,KOL,14,3
BHPRES05DEL01,BHP,5,1
VADRES20DEL03,VAD,20,3
SURRES06DEL02,SUR,6,2
AGRRES16DEL01,AGR,16,1
MYSRES04DEL01,MYS,4,1
MUMRES20DEL01,MUM,20,1
BANGRES07DEL02,BANG,7,2
BANGRES18DEL03,BANG,18,3
RANCHIRES13DEL02,RANCHI,13,2
COIMBRES06DEL02,COIMB,6,2
LUDHRES12DEL02,LUDH,12,2
HYDRES03DEL03,HYD,3,3
LUDHRES20DEL03,LUDH,20,3
HYDRES07DEL02,HYD,7,2
MYSRES11DEL03,MYS,11,3
ALHRES12DEL02,ALH,12,2
AURGRES19DEL02,AURG,19,2
DEHRES17DEL03,DEH,17,3
CHENRES16DEL02,CHEN,16,2
INDORES09DEL02,INDO,9,2
HYDRES08DEL01,HYD,8,1
MYSRES010DEL02,MYS,10,2
GOARES11DEL03,GOA,11,3
BANGRES13DEL03,BANG,13,3
ALHRES12DEL03,ALH,12,3
MYSRES16DEL03,MYS,16,3
INDORES09DEL03,INDO,9,3
MYSRES20DEL03,MYS,20,3
VADRES05DEL02,VAD,5,2
MUMRES16DEL03,MUM,16,3
CHENRES04DEL01,CHEN,4,1
SURRES16DEL03,SUR,16,3
KNPRES11DEL02,KNP,11,2
PUNERES15DEL03,PUNE,15,3
KOCRES05DEL03,KOC,5,3
INDORES13DEL01,INDO,13,1
HYDRES02DEL01,HYD,2,1
RANCHIRES17DEL03,RANCHI,17,3
SURRES08DEL02,SUR,8,2
LUDHRES01DEL02,LUDH,1,2
AURGRES18DEL01,AURG,18,1
KNPRES08DEL02,KNP,8,2
BHPRES12DEL01,BHP,12,1
VADRES19DEL02,VAD,19,2
AURGRES14DEL01,AURG,14,1
HYDRES15DEL01,HYD,15,1
COIMBRES010DEL02,COIMB,10,2
PUNERES20DEL02,PUNE,20,2
SURRES13DEL03,SUR,13,3
KOLRES12DEL03,KOL,12,3
JAPRES15DEL02,JAP,15,2
PUNERES05DEL01,PUNE,5,1
BANGRES18DEL01,BANG,18,1
RANCHIRES08DEL02,RANCHI,8,2
BHPRES07DEL01,BHP,7,1
RANCHIRES13DEL03,RANCHI,13,3
KOLRES07DEL02,KOL,7,2
AGRRES08DEL02,AGR,8,2
INDORES07DEL02,INDO,7,2
MUMRES05DEL02,MUM,5,2
KOLRES15DEL01,KOL,15,1
PUNERES16DEL02,PUNE,16,2
SURRES20DEL01,SUR,20,1
BHPRES06DEL02,BHP,6,2
VADRES02DEL03,VAD,2,3
PUNERES08DEL02,PUNE,8,2
JAPRES18DEL01,JAP,18,1
LUDHRES04DEL01,LUDH,4,1
COIMBRES12DEL01,COIMB,12,1
MYSRES17DEL03,MYS,17,3
INDORES17DEL02,INDO,17,2
JAPRES12DEL01,JAP,12,1
BHPRES18DEL03,BHP,18,3
JAPRES04DEL01,JAP,4,1
CHENRES03DEL03,CHEN,3,3
AGRRES11DEL03,AGR,11,3
PUNERES010DEL03,PUNE,10,3
INDORES11DEL03,INDO,11,3
BANGRES06DEL01,BANG,6,1
RANCHIRES02DEL03,RANCHI,2,3
SURRES12DEL03,SUR,12,3
BHPRES04DEL03,BHP,4,3
MUMRES18DEL01,MUM,18,1
VADRES03DEL02,VAD,3,2
MUMRES02DEL02,MUM,2,2
CHENRES07DEL02,CHEN,7,2
CHENRES08DEL01,CHEN,8,1
KNPRES010DEL01,KNP,10,1
MYSRES18DEL03,MYS,18,3
KNPRES03DEL01,KNP,3,1
KNPRES01DEL03,KNP,1,3
PUNERES010DEL02,PUNE,10,2
MUMRES08DEL03,MUM,8,3
KOCRES15DEL03,KOC,15,3
CHENRES19DEL03,CHEN,19,3
GOARES010DEL03,GOA,10,3
AGRRES09DEL02,AGR,9,2
INDORES20DEL01,INDO,20,1
HYDRES05DEL02,HYD,5,2
MUMRES12DEL01,MUM,12,1
BANGRES02DEL03,BANG,2,3
AGRRES15DEL03,AGR,15,3
LUDHRES01DEL03,LUDH,1,3
LUDHRES02DEL03,LUDH,2,3
VADRES17DEL02,VAD,17,2
MUMRES010DEL03,MUM,10,3
PUNERES07DEL03,PUNE,7,3
LUDHRES07DEL03,LUDH,7,3
PUNERES12DEL03,PUNE,12,3
AGRRES15DEL01,AGR,15,1
AURGRES06DEL01,AURG,6,1
MYSRES05DEL01,MYS,5,1
COIMBRES13DEL02,COIMB,13,2
COIMBRES04DEL01,COIMB,4,1
KNPRES15DEL03,KNP,15,3
INDORES010DEL01,INDO,10,1
RANCHIRES02DEL02,RANCHI,2,2
MUMRES09DEL02,MUM,9,2
VADRES02DEL01,VAD,2,1
COIMBRES01DEL03,COIMB,1,3
MYSRES06DEL01,MYS,6,1
COIMBRES03DEL01,COIMB,3,1
MUMRES18DEL02,MUM,18,2
BANGRES02DEL01,BANG,2,1
RANCHIRES09DEL02,RANCHI,9,2
GOARES05DEL02,GOA,5,2
PUNERES13DEL02,PUNE,13,2
BANGRES01DEL03,BANG,1,3
CHENRES11DEL02,CHEN,11,2
VADRES16DEL03,VAD,16,3
MUMRES08DEL02,MUM,8,2
COIMBRES18DEL02,COIMB,18,2
MUMRES03DEL01,MUM,3,1
DEHRES13DEL01,DEH,13,1
DEHRES06DEL03,DEH,6,3
INDORES11DEL02,INDO,11,2
VADRES08DEL02,VAD,8,2
INDORES20DEL03,INDO,20,3
SURRES20DEL03,SUR,20,3
BANGRES12DEL03,BANG,12,3
CHENRES01DEL02,CHEN,1,2
KNPRES09DEL03,KNP,9,3
GOARES19DEL03,GOA,19,3
INDORES010DEL02,INDO,10,2
LUDHRES15DEL03,LUDH,15,3
MYSRES18DEL02,MYS,18,2
